Quyết định số 3500/QĐ-BYT ngày 19/11/2024 về việc điều chỉnh giá dịch vụ khám bệnh, chữa bệnh áp dụng tại Bệnh viện Nhi Trung ương.
Phụ lục III
GIÁ DỊCH VỤ KỸ THUẬT VÀ XÉT NGHIỆM
(Ban hành kèm theo Quyết định số 3500/QĐ-BYT ngày 19/11/2024 của Bộ Y tế)
Đơn vị tính: đồng
| STT | Mã tương đương | Tên kỹ thuật - TT 23/2024 | Tên dịch vụ giá (tên KT theo TT 23/2024) | Mức giá | Ghi chú |
| 5063 | 16.0048.1014 | Điều trị tủy răng có sử dụng kính hiển vi, và hàn kín hệ thống ống tủy bằng Gutta percha nguội | Điều trị tủy răng có sử dụng kính hiển vi và hàn kín hệ thống ống tủy bằng Gutta percha nguội [răng số 1, 2, 3] | 455.500 |  |
| 5064 | 16.0049.1014 | Điều trị tủy răng có sử dụng kính hiển vi và hàn kín hệ thống ống tủy bằng Gutta percha nóng chảy | Điều trị tủy răng có sử dụng kính hiển vi và hàn kín hệ thống ống tủy bằng Gutta percha nóng chảy [răng số 1, 2, 3] | 455.500 |  |
| 5065 | 16.0052.1014 | Điều trị tủy răng và hàn kín hệ thống ống tủy bằng Gutta percha nguội có sử dụng trâm xoay cầm tay | Điều trị tủy răng và hàn kín hệ thống ống tủy bằng Gutta percha nguội có sử dụng trâm xoay cầm tay [răng số 1, 2, 3] | 455.500 |  |
| 5066 | 16.0054.1014 | Điều trị tủy răng và hàn kín hệ thống ống tủy bằng Gutta percha nguội có sử dụng trâm xoay máy | Điều trị tủy răng và hàn kín hệ thống ống tủy bằng Gutta percha nguội có sử dụng trâm xoay máy [răng số 1, 2, 3] | 455.500 |  |
| 5067 | 03.1730.1015 | Điều trị tủy răng có sử dụng kính hiển vi và hàn kín hệ thống ống tủy bằng Gutta percha nguội | Điều trị tủy răng có sử dụng kính hiển vi và hàn kín hệ thống ống tủy bằng Gutta percha nguội [răng số 6,7 hàm trên] | 991.000 |  |
| 5068 | 03.1728.1015 | Điều trị tủy răng có sử dụng laser và hàn kín hệ thống ống tủy bằng Gutta percha nguội | Điều trị tủy răng có sử dụng laser và hàn kín hệ thống ống tủy bằng Gutta percha nguội [răng số 6,7 hàm trên] | 991.000 |  |
| 5069 | 03.1729.1015 | Điều trị tủy răng có sử dụng laser và hàn kín hệ thống ống tủy bằng Gutta percha nóng chảy | Điều trị tủy răng có sử dụng laser và hàn kín hệ thống ống tủy bằng Gutta percha nóng chảy [răng số 6,7 hàm trên] | 991.000 |  |
| 5070 | 03.1726.1015 | Điều trị tủy răng có sử dụng siêu âm và hàn kín hệ thống ống tủy bằng Gutta percha nguội | Điều trị tủy răng có sử dụng siêu âm và hàn kín hệ thống ống tủy bằng Gutta percha nguội [răng số 6,7 hàm trên] | 991.000 |  |
| 5071 | 03.1727.1015 | Điều trị tủy răng có sử dụng siêu âm và hàn kín hệ thống ống tủy bằng Gutta percha nóng chảy | Điều trị tủy răng có sử dụng siêu âm và hàn kín hệ thống ống tủy bằng Gutta percha nóng chảy [răng số 6,7 hàm trên] | 991.000 |  |
| 5072 | 03.1848.1015 | Điều trị tủy răng và hàn kín hệ thống ống tủy bằng Gutta percha có sử dụng trâm xoay máy | Điều trị tủy răng và hàn kín hệ thống ống tủy bằng Gutta percha có sử dụng trâm xoay máy [răng số 6,7 hàm trên] | 991.000 |  |
| 5073 | 03.1858.1015 | Điều trị tủy răng và hàn kín hệ thống ống tủy bằng Gutta percha nguội | Điều trị tủy răng và hàn kín hệ thống ống tủy bằng Gutta percha nguội [răng số 6,7 hàm trên] | 991.000 |  |
| 5074 | 03.1859.1015 | Điều trị tủy răng và hàn kín hệ thống ống tủy bằng Gutta percha nguội có sử dụng châm xoay cầm tay | Điều trị tủy răng và hàn kín hệ thống ống tủy bằng Gutta percha nguội có sử dụng châm xoay cầm tay [răng số 6,7 hàm trên] | 991.000 |  |
| 5075 | 03.1846.1015 | Điều trị tủy răng và hàn kín hệ thống ống tủy bằng Gutta percha nóng chảy | Điều trị tủy răng và hàn kín hệ thống ống tủy bằng Gutta percha nóng chảy [răng số 6,7 hàm trên] | 991.000 |  |
| 5076 | 03.1849.1015 | Điều trị tủy răng và hàn kín hệ thống ống tủy bằng Gutta percha nóng chảy có sử dụng trâm xoay cầm tay | Điều trị tủy răng và hàn kín hệ thống ống tủy bằng Gutta percha nóng chảy có sử dụng trâm xoay cầm tay [răng số 6,7 hàm trên] | 991.000 |  |
| 5077 | 03.1850.1015 | Điều trị tủy răng và hàn kín hệ thống ống tủy bằng Gutta percha nóng chảy có sử dụng trâm xoay máy | Điều trị tủy răng và hàn kín hệ thống ống tủy bằng Gutta percha nóng chảy có sử dụng trâm xoay máy [răng số 6,7 hàm trên] | 991.000 |  |
| 5078 | 16.0049.1015 | Điều trị tủy răng có sử dụng kính hiển vi và hàn kín hệ thống ống tủy bằng Gutta percha nóng chảy | Điều trị tủy răng có sử dụng kính hiển vi và hàn kín hệ thống ống tủy bằng Gutta percha nóng chảy [răng số 6,7 hàm trên] | 991.000 |  |
| 5079 | 16.0052.1015 | Điều trị tủy răng và hàn kín hệ thống ống tủy bằng Gutta percha nguội có sử dụng trâm xoay cầm tay | Điều trị tủy răng và hàn kín hệ thống ống tủy bằng Gutta percha nguội có sử dụng trâm xoay cầm tay [răng số 6,7 hàm trên] | 991.000 |  |
| 5080 | 16.0054.1015 | Điều trị tủy răng và hàn kín hệ thống ống tủy bằng Gutta percha nguội có sử dụng trâm xoay máy | Điều trị tủy răng và hàn kín hệ thống ống tủy bằng Gutta percha nguội có sử dụng trâm xoay máy [răng số 6,7 hàm trên] | 991.000 |  |
| 5081 | 03.1944.1016 | Điều trị tủy răng sữa | Điều trị tủy răng sữa [một chân] | 296.100 |  |
| 5082 | 03.1944.1017 | Điều trị tủy răng sữa | Điều trị tủy răng sữa [nhiều chân] | 415.500 |  |
| 5083 | 03.1931.1018 | Phục hồi cỗ răng bằng Composite | Phục hồi cỗ răng bằng Composite | 369.500 |  |
| 5084 | 03.1841.1018 | Phục hồi cỗ răng bằng Composite có sử dụng laser | Phục hồi cỗ răng bằng Composite có sử dụng laser | 369.500 |  |
| 5085 | 03.1930.1018 | Phục hồi cỗ răng bằng Glassionomer Cement (GiC) | Phục hồi cỗ răng bằng Glassionomer Cement (GiC) | 369.500 |  |
| 5086 | 03.1840.1018 | Phục hồi cỗ răng bằng Glassionomer Cement (GiC) có sử dụng laser | Phục hồi cỗ răng bằng Glassionomer Cement (GiC) có sử dụng laser | 369.500 |  |
| 5087 | 16.0071.1018 | Phục hồi cỗ răng bằng GlassIonomer Cement | Phục hồi cỗ răng bằng GlassIonomer Cement | 369.500 |  |
| 5088 | 03.1954.1019 | Điều trị răng sưa sâu ngà phục hồi bằng Glassionomer Cement (GiC) | Điều trị răng sưa sâu ngà phục hồi bằng Glassionomer Cement (GiC) | 112.500 |  |
| 5089 | 16.0236.1019 | Điều trị răng sưa sâu ngà phục hồi bằng GlassIonomer Cement | Điều trị răng sưa sâu ngà phục hồi bằng GlassIonomer Cement | 112.500 |  |
| 5090 | 16.0043.1020 | Lấy cao răng | Lấy cao răng | 159.100 |  |
| 5091 | 16.0043.1021 | Lấy cao răng | Lấy cao răng | 92.500 |  |
| 5092 | 03.2069.1022 | Nắn sai khớp thái dương hàm | Nắn sai khớp thái dương hàm | 110.800 |  |
| 5093 | 03.1915.1024 | Nhỏ chân răng vĩnh viễn | Nhỏ chân răng vĩnh viễn | 217.200 |  |
| 5094 | 03.1914.1025 | Nhỏ răng vĩnh viễn lung lay | Nhỏ răng vĩnh viễn lung lay | 110.600 |  |
| 5095 | 16.0206.1026 | Nhỏ răng thừa | Nhỏ răng thừa | 239.500 |  |
| 5096 | 16.0203.1026 | Nhỏ răng vĩnh viễn | Nhỏ răng vĩnh viễn | 239.500 |  |
| 5097 | 16.0198.1026 | Phẫu thuật nhỏ răng ngầm | Phẫu thuật nhỏ răng ngầm | 239.500 |  |
| 5098 | 16.0201.1028 | Phẫu thuật nhỏ răng khôn mọc lệch có cắt thân | Phẫu thuật nhỏ răng khôn mọc lệch có cắt thân | 398.600 |  |
| 5099 | 16.0200.1028 | Phẫu thuật nhỏ răng khôn mọc lệch hàm dưới | Phẫu thuật nhỏ răng khôn mọc lệch hàm dưới | 398.600 |  |
| 5100 | 16.0199.1028 | Phẫu thuật nhỏ răng khôn mọc lệch hàm trên | Phẫu thuật nhỏ răng khôn mọc lệch hàm trên | 398.600 |  |
| 5101 | 03.1956.1029 | Nhỏ chân răng sữa | Nhỏ chân răng sữa | 46.600 |  |
| 5102 | 03.1955.1029 | Nhỏ răng sữa | Nhỏ răng sữa | 46.600 |  |
| 5103 | 03.1837.1031 | Điều trị sâu ngà răng phục hồi bằng Compomer | Điều trị sâu ngà răng phục hồi bằng Compomer | 280.500 |  |
| 5104 | 03.1929.1031 | Điều trị sâu ngà răng phục hồi bằng Composite | Điều trị sâu ngà răng phục hồi bằng Composite | 280.500 |  |
| 5105 | 03.1838.1031 | Điều trị sâu ngà răng phục hồi bằng Composite có sử dụng laser | Điều trị sâu ngà răng phục hồi bằng Composite có sử dụng laser | 280.500 |  |
| 5106 | 03.1970.1031 | Điều trị sâu ngà răng phục hồi bằng Eugenate | Điều trị sâu ngà răng phục hồi bằng Eugenate | 280.500 |  |
| 5107 | 03.1972.1031 | Điều trị sâu ngà răng phục hồi bằng Glassionomer Cement (GiC) | Điều trị sâu ngà răng phục hồi bằng Glassionomer Cement (GiC) | 280.500 |  |
| 5108 | 03.1839.1031 | Điều trị sâu ngà răng phục hồi bằng Glassionomer Cement (GiC) có sử dụng laser | Điều trị sâu ngà răng phục hồi bằng Glassionomer Cement (GiC) có sử dụng laser | 280.500 |  |
| 5109 | 03.1836.1031 | Điều trị sâu ngà răng phục hồi bằng Glassionomer Cement (GiC) kết hợp Composite | Điều trị sâu ngà răng phục hồi bằng Glassionomer Cement (GiC) kết hợp Composite | 280.500 |  |
| 5110 | 16.0070.1031 | Điều trị sâu ngà răng phục hồi bằng GlassIonomer Cement | Điều trị sâu ngà răng phục hồi bằng GlassIonomer Cement | 280.500 |  |
| 5111 | 16.0057.1032 | Chụp tùy bằng Hydroxit canxi | Chụp tùy bằng Hydroxit canxi | 308.000 |  |
| 5112 | 16.0056.1032 | Chụp tùy bằng MTA | Chụp tùy bằng MTA | 308.000 |  |
| 5113 | 03.1957.1033 | Điều trị viêm loét niêm mạc miệng trẻ em | Điều trị viêm loét niêm mạc miệng trẻ em | 36.500 |  |
| 5114 | 03.1953.1035 | Trám bít hổ răng bằng Glassionomer Cement (GiC) | Trám bít hổ răng bằng Glassionomer Cement (GiC) | 245.500 |  |
| 5115 | 03.1949.1035 | Trám bít hổ răng bằng nhựa Sealant | Trám bít hổ răng bằng nhựa Sealant | 245.500 |  |
| 5116 | 03.1939.1035 | Trám bít hổ răng với Composite hóa trùng hợp | Trám bít hổ răng với Composite hóa trùng hợp | 245.500 |  |
| 5117 | 03.1940.1035 | Trám bít hổ răng với Composite quang trùng hợp | Trám bít hổ răng với Composite quang trùng hợp | 245.500 |  |
| 5118 | 03.1938.1035 | Trám bít hổ răng với Glassionomer Cement (GiC) quang trùng hợp | Trám bít hổ răng với Glassionomer Cement (GiC) quang trùng hợp | 245.500 |  |
| 5119 | 16.0226.1035 | Trám bít hổ răng bằng GlassIonomer Cement | Trám bít hổ răng bằng GlassIonomer Cement | 245.500 |  |
| 5120 | 16.0222.1035 | Trám bít hổ răng với GlassIonomer Cement quang trùng hợp | Trám bít hổ răng với GlassIonomer Cement quang trùng hợp | 245.500 |  |
| 5121 | 03.1800.1036 | Phẫu thuật nhỏ răng lạc chỗ | Phẫu thuật nhỏ răng lạc chỗ | 369.500 |  |
| 5122 | 03.1721.1037 | Phẫu thuật tái tạo xương sống hàm bằng ghép xương đông khô và đặt màng sinh học | Phẫu thuật tái tạo xương sống hàm bằng ghép xương đông khô và đặt màng sinh học | 1.172.800 | Chưa bao gồm màng tái tạo mô và xương nhân tạo hoặc sản phẩm sinh học thay thế xương. |
| 5123 | 03.1722.1037 | Phẫu thuật tái tạo xương sống hàm bằng ghép xương nhân tạo và đặt màng sinh học | Phẫu thuật tái tạo xương sống hàm bằng ghép xương nhân tạo và đặt màng sinh học | 1.172.800 | Chưa bao gồm màng tái tạo mô và xương nhân tạo hoặc sản phẩm sinh học thay thế xương. |
| 5124 | 12.0074.1037 | Cắt u nang men răng, ghép xương | Cắt u nang men răng, ghép xương | 1.172.800 | Chưa bao gồm màng tái tạo mô và xương nhân tạo hoặc sản phẩm sinh học thay thế xương. |
| 5125 | 16.0034.1038 | Phẫu thuật vật điều trị túi quanh răng | Phẫu thuật vật điều trị túi quanh răng | 952.100 |  |
| 5126 | 12.0085.1039 | Cắt toàn bộ u lợi 1 hàm | Cắt toàn bộ u lợi 1 hàm | 521.000 |  |
| 5127 | 12.0084.1039 | Cắt u lợi đường kính 2 cm trở lên | Cắt u lợi đường kính 2 cm trở lên | 521.000 |  |
| 5128 | 12.0083.1040 | Cắt u lợi đường kính dưới hoặc bằng 2 cm | Cắt u lợi đường kính dưới hoặc bằng 2 cm | 481.000 |  |
| 5129 | 03.1815.1041 | Phẫu thuật cắt phanh lưỡi | Phẫu thuật cắt phanh lưỡi | 344.200 |  |
| 5130 | 03.1817.1041 | Phẫu thuật cắt phanh má | Phẫu thuật cắt phanh má | 344.200 |  |
| 5131 | 03.1816.1041 | Phẫu thuật cắt phanh môi | Phẫu thuật cắt phanh môi | 344.200 |  |
| 5132 | 15.0209.1041 | Cắt phanh lưỡi | Cắt phanh lưỡi [không gây mê] | 344.200 |  |
| 5133 | 03.1809.1042 | Cấy lại răng bị bật khỏi ô răng | Cấy lại răng bị bật khỏi ô răng | 601.000 |  |
| 5134 | 03.2067.1043 | Phẫu thuật lấy sỏi ống Wharton tuyến dưới hàm | Phẫu thuật lấy sỏi ống Wharton tuyến dưới hàm | 1.051.700 |  |
| 5135 | 15.0204.1043 | Lấy sỏi ống tuyến Stenon đường miệng | Lấy sỏi ống tuyến Stenon đường miệng | 1.051.700 |  |
| 5136 | 15.0205.1043 | Lấy sỏi ống tuyến Wharton đường miệng | Lấy sỏi ống tuyến Wharton đường miệng | 1.051.700 |  |
| 5137 | 03.2457.1044 | Bóc, cắt u bã đậu, u mỡ dưới da đầu đường kính dưới 10 cm | Bóc, cắt u bã đậu, u mỡ dưới da đầu đường kính dưới 10 cm | 771.000 |  |
| 5138 | 03.2456.1044 | Cắt u da đầu lành, đường kính dưới 5 cm | Cắt u da đầu lành, đường kính dưới 5 cm | 771.000 |  |
| 5139 | 03.2458.1044 | Cắt u máu dưới da đầu có đường kính dưới 5 cm | Cắt u máu dưới da đầu có đường kính dưới 5 cm | 771.000 |  |
| 5140 | 10.0151.1044 | Phẫu thuật u thần kinh trên da | Phẫu thuật u thần kinh trên da [đường kính dưới 5 cm] | 771.000 |  |
| 5141 | 12.0002.1044 | Cắt các loại u vùng da đầu, cồ có đường kính dưới 5 cm | Cắt các loại u vùng da đầu, cồ có đường kính dưới 5 cm | 771.000 |  |
| 5142 | 12.0006.1044 | Cắt các loại u vùng mặt có đường kính dưới 5 cm | Cắt các loại u vùng mặt có đường kính dưới 5 cm | 771.000 |  |
| 5143 | 28.0159.1044 | Phẫu thuật cắt bỏ u da lành tính vành tai | Phẫu thuật cắt bỏ u da lành tính vành tai | 771.000 |  |
| 5144 | 28.0009.1044 | Phẫu thuật cắt bỏ u da lành tính vùng da đầu dưới 2 cm | Phẫu thuật cắt bỏ u da lành tính vùng da đầu dưới 2 cm | 771.000 |  |
| 5145 | 28.0010.1044 | Phẫu thuật cắt bỏ u da lành tính vùng da đầu từ 2 cm trở lên | Phẫu thuật cắt bỏ u da lành tính vùng da đầu từ 2 cm trở lên | 771.000 |  |
| 5146 | 03.2444.1045 | Bóc, cắt u bã đầu, u mỡ dưới da đầu đường kính trên 10 cm | Bóc, cắt u bã đầu, u mỡ dưới da đầu đường kính trên 10 cm | 1.208.800 |  |
| 5147 | 03.2455.1045 | Cắt u da đầu lành, đường kính từ 5 cm trở lên | Cắt u da đầu lành, đường kính từ 5 cm trở lên | 1.208.800 |  |
| 5148 | 03.2443.1045 | Cắt u máu dưới da đầu có đường kính 5 đến 10 cm | Cắt u máu dưới da đầu có đường kính 5 đến 10 cm | 1.208.800 |  |
| 5149 | 03.2442.1045 | Cắt u máu dưới da đầu có đường kính trên 10 cm | Cắt u máu dưới da đầu có đường kính trên 10 cm | 1.208.800 |  |
| 5150 | 10.0151.1045 | Phẫu thuật u thần kinh trên da | Phẫu thuật u thần kinh trên da [đường kính từ 5 cm trở lên] | 1.208.800 |  |
| 5151 | 12.0003.1045 | Cắt các loại u vùng da đầu, cồ có đường kính 5 đến 10 cm | Cắt các loại u vùng da đầu, cồ có đường kính 5 đến 10 cm | 1.208.800 |  |
| 5152 | 12.0007.1045 | Cắt các loại u vùng mặt có đường kính 5 đến 10 cm | Cắt các loại u vùng mặt có đường kính 5 đến 10 cm | 1.208.800 |  |
| 5153 | 03.2522.1046 | Cắt nang vùng sàn miệng | Cắt nang vùng sàn miệng | 3.078.100 |  |
| 5154 | 03.2534.1047 | Cắt bỏ nang xương hàm dưới 2 cm | Cắt bỏ nang xương hàm dưới 2 cm | 3.228.100 |  |
| 5155 | 03.2515.1047 | Cắt bỏ nang xương hàm từ 2-5 cm | Cắt bỏ nang xương hàm từ 2-5 cm | 3.228.100 |  |
| 5156 | 03.2537.1047 | Cắt nang răng đường kính dưới 2 cm | Cắt nang răng đường kính dưới 2 cm | 3.228.100 |  |
| 5157 | 12.0073.1047 | Cắt nang xương hàm khô | Cắt nang xương hàm khô | 3.228.100 |  |
| 5158 | 03.3913.1048 | Cắt nang giáp móng | Cắt nang giáp móng | 2.289.300 |  |
| 5159 | 12.0012.1048 | Cắt các u nang giáp móng | Cắt các u nang giáp móng | 2.289.300 |  |
